pH,Temperature,Contact time,Initial concentration,Adsorbent dosage,Adsorption capacity,Adsorbent
7,25,1440,50.0,0.15,266.2126217,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,63.06336646,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,93.21063911,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,90.9394638,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,103.6557078,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,95.19579171,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,62.57653284,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,100.7224628,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,93.91547723,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,97.69569189,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,87.18488053,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,62.2813586,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,92.93395168,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,102.4109218,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,100.369383,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,87.88959852,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,60.56256149,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,70.38856734,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,70.69892803,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,96.49892036,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,74.63207993,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,59.62634316,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,76.26578251,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,72.68331481,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,71.02359871,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,65.98984246,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,59.06881572,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,66.7194092,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,79.86046482,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,82.90389308,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,66.17053164,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,64.8903021,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,126.1433558,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,185.1952087,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,224.3642559,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,253.7893399,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,65.00011112,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,126.0338032,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,185.4803703,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,225.3867619,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,242.6313591,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,64.88745858,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,125.8746342,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,185.3826534,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,229.5904756,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,256.5606528,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,54.51822576,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,77.09472432,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,92.41984573,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,86.86297093,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,114.5396487,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,55.99221794,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,70.47311206,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,109.0937645,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,92.0230423,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,95.69277177,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,54.75327727,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,86.63204392,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,87.70689064,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,96.55184796,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,92.80229311,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,52.79813938,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,65.8862209,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,71.73979226,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,79.65647002,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,74.77360153,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,54.40193413,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,66.76808811,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,71.5674189,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,69.80109888,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,73.28729951,NaOH-activated SCW biochars
7,25,1440,10.0,0.15,52.90707681,NaOH-activated SCW biochars
7,25,1440,20.0,0.15,84.43127563,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,72.73453868,NaOH-activated SCW biochars
7,25,1440,40.0,0.15,70.35687624,NaOH-activated SCW biochars
7,25,1440,50.0,0.15,73.29670399,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,197.4756468,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,173.2751979,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,174.6705689,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,168.5760905,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,195.8013002,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,188.0500596,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,173.2815246,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,176.8751278,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,196.7817474,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,195.1656634,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,184.4251748,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,171.3788888,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,118.9174435,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,91.4210862,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,87.55866613,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,80.01233269,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,121.060048,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,101.5108208,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,77.27186751,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,82.95070272,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,114.1393361,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,107.1711819,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,92.95279609,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,76.62904474,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,110.1641806,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.58543937,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,65.19424479,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,52.04717631,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,117.8334879,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,80.8909112,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,55.95778911,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,51.92702275,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,107.3614267,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,88.38450936,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,68.07346008,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,49.08041271,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,187.4285651,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,171.400377,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,151.4639055,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,145.3785096,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,193.1199712,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,171.2564149,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,159.3441062,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,150.9168829,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,190.595886,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,174.855173,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,152.656609,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,141.4453925,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,96.67411867,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.45804224,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,61.97952194,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,50.92038659,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,89.5086089,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,70.41925775,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,63.52805071,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,51.973701,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,101.4544359,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.58343387,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,62.75924066,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,55.1294431,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,94.50644728,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,59.49027235,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,49.40019838,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,36.53411647,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,85.28836766,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,60.5666738,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,50.22163876,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,38.06104336,NaOH-activated SCW biochars
5,25,1440,30.0,0.15,94.31416328,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,64.13715308,NaOH-activated SCW biochars
9,25,1440,30.0,0.15,51.65995682,NaOH-activated SCW biochars
11,25,1440,30.0,0.15,38.30854905,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,186.9041199,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,193.4543834,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,192.6299447,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,186.9536278,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,192.573243,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,195.7047357,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,182.8570345,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,190.4094318,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,191.812615,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,192.0140311,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,193.8653434,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,192.8813951,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,181.4764969,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,190.729034,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,188.7268436,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,195.4032907,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,194.0740099,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,185.1498367,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,84.7324625,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,93.32551195,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,97.76236724,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,91.17129647,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,102.8983275,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,89.04089705,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,93.63013996,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,87.22656324,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,93.44543259,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,96.31623439,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,90.96086617,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,98.90939158,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,85.72026179,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,92.3968578,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,92.86366991,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,92.91179042,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,96.89526426,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,97.91540844,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,65.45124426,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.03291653,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.51919699,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.51672079,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.02945504,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,84.26549728,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.12788052,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.52393546,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.45258607,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,77.07906319,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,84.60006871,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,75.32259884,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,68.52578289,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,72.42641101,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.81159533,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.36009827,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,84.17656172,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,81.10042847,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,171.0818153,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,183.1226947,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,179.105641,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,186.0584129,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,183.0986829,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,183.2949256,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,167.1365714,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,173.8138417,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,175.015169,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,188.2817431,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,180.8482088,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,163.4125302,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,172.0266924,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,177.1620054,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,181.8659906,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,174.4300862,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,181.2017167,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,182.9370612,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,73.9094479,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.95847226,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.75721877,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,85.17762947,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,80.57171083,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,79.58071398,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,71.49075462,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.85381983,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.75721877,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,86.9904383,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,75.48732358,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.91688182,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,75.32348477,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.53700907,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,88.3660156,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.26832785,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,82.46581214,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,87.5872493,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,68.56639545,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.07685387,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,70.07074155,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,75.69155256,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.30216313,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,71.70044321,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,67.1694913,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.72658596,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,73.17741615,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,78.75705497,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,67.67584838,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.49042799,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,69.68607528,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,73.66875703,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,82.94139049,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,71.61551895,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.74217107,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,82.311239,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,180.7634297,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,186.9041199,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,187.2880648,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,175.6996757,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,182.8570345,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,190.3648594,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,181.6170003,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,181.4764969,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,187.8359454,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,76.76053759,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,84.7324625,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,109.9616436,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,74.97520177,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,93.63013996,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,123.7457944,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,80.51766544,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,85.72026179,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,103.4994497,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,61.92134518,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,65.45124426,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,85.17352158,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,59.7152636,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,74.12788052,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,95.71531546,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,64.75980268,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,68.52578289,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,81.30634152,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,167.0779885,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,173.451059,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,171.8781326,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,167.1173431,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,178.3676148,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,181.832546,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,166.6781714,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,185.2729541,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,182.5054114,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,71.09255716,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,76.57545065,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,78.16933865,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,72.89459636,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,82.87889926,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,92.57221471,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,76.12357913,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,83.74712179,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,87.78495046,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,56.72166793,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,59.49027235,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,68.27619918,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,57.641649,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,60.5666738,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,69.79127526,NaOH-activated SCW biochars
7,15,1440,30.0,0.15,69.67945751,NaOH-activated SCW biochars
7,25,1440,30.0,0.15,64.13715308,NaOH-activated SCW biochars
7,35,1440,30.0,0.15,72.95294034,NaOH-activated SCW biochars
